TASK_ID,fraction_positive_train,fraction_positive_test,fraction_positive_test_std,fraction_positive_train_std,16_train
CHEMBL710372,0.6875,0.5,0.0,0.0,0.95+/-0.158
CHEMBL710373,0.625,0.6129032258064516,0.0,0.0,0.924+/-0.028
CHEMBL710376,0.9375,0.9523809523809524,0.0,0.0,0.998+/-0.002
CHEMBL710380,0.9375,0.9090909090909092,0.0,0.0,0.945+/-0.025
CHEMBL710381,0.875,0.8461538461538461,0.0,0.0,0.941+/-0.026
CHEMBL710530,0.9375,0.9047619047619048,0.0,0.0,0.997+/-0.003
CHEMBL710531,0.625,0.631578947368421,0.0,0.0,0.875+/-0.026
CHEMBL710533,0.9375,0.95,0.0,0.0,1.0+/-0.0
CHEMBL710534,0.75,0.7777777777777778,0.0,0.0,0.935+/-0.034
CHEMBL710864,0.3125,0.2909090909090909,0.0,0.0,0.679+/-0.107
CHEMBL711490,0.4375,0.5,0.0,0.0,0.893+/-0.093
CHEMBL711491,0.75,0.7435897435897436,0.0,0.0,0.747+/-0.048
CHEMBL711655,0.9375,0.9166666666666666,0.0,0.0,0.849+/-0.064
CHEMBL711656,0.875,0.9166666666666666,0.0,0.0,0.877+/-0.065
CHEMBL712246,0.9375,0.9302325581395348,0.0,0.0,0.949+/-0.011
CHEMBL712346,0.75,0.7368421052631579,0.0,0.0,0.991+/-0.009
CHEMBL712878,0.625,0.6470588235294118,0.0,0.0,0.956+/-0.04
CHEMBL713255,0.4375,0.4827586206896551,0.0,0.0,0.788+/-0.071
CHEMBL713409,0.125,0.2,0.0,0.0,0.647+/-0.306
CHEMBL713420,0.75,0.7931034482758621,0.0,0.0,0.936+/-0.065
CHEMBL713546,0.6875,0.65,0.0,0.0,0.766+/-0.061
CHEMBL713935,0.125,0.1666666666666666,0.0,0.0,0.418+/-0.331
CHEMBL714338,0.8125,0.8181818181818181,0.0,0.0,0.947+/-0.066
CHEMBL715738,0.5625,0.5757575757575758,0.0,0.0,0.958+/-0.035
CHEMBL728516,0.8125,0.8,0.0,0.0,0.915+/-0.093
CHEMBL758925,0.1875,0.25,0.0,0.0,0.767+/-0.179
CHEMBL758938,0.0625,0.0454545454545454,0.0,0.0,0.495+/-0.294
CHEMBL759088,0.5,0.4666666666666667,0.0,0.0,0.632+/-0.1
CHEMBL761987,0.3125,0.3,0.0,0.0,0.536+/-0.149
CHEMBL804248,0.4375,0.4444444444444445,0.0,0.0,0.949+/-0.052
CHEMBL804251,0.375,0.3333333333333333,0.0,0.0,1.0+/-0.0
CHEMBL805604,0.8125,0.7142857142857143,0.0,0.0,0.843+/-0.093
CHEMBL827425,0.4375,0.5,0.0,0.0,0.806+/-0.153
CHEMBL833076,0.75,0.7619047619047619,0.0,0.0,0.981+/-0.013
CHEMBL833079,0.625,0.6585365853658537,0.0,0.0,0.843+/-0.044
CHEMBL833080,0.5,0.4545454545454545,0.0,0.0,0.666+/-0.055
CHEMBL833214,0.6875,0.6818181818181818,0.0,0.0,0.912+/-0.031
CHEMBL833301,0.0625,0.0909090909090909,0.0,0.0,0.418+/-0.228
CHEMBL833378,0.75,0.6923076923076923,0.0,0.0,0.865+/-0.044
CHEMBL833792,0.4375,0.4516129032258064,0.0,0.0,0.662+/-0.087
CHEMBL833835,0.75,0.8,0.0,0.0,0.901+/-0.131
CHEMBL833931,0.875,0.8444444444444444,0.0,0.0,0.86+/-0.046
CHEMBL833971,0.75,0.7142857142857143,0.0,0.0,0.851+/-0.044
CHEMBL833976,0.9375,0.9473684210526316,0.0,0.0,1.0+/-0.001
CHEMBL834283,0.8125,0.6666666666666666,0.0,0.0,0.817+/-0.207
CHEMBL834284,0.9375,0.8571428571428571,0.0,0.0,0.918+/-0.043
CHEMBL834635,0.125,0.125,0.0,0.0,0.633+/-0.258
CHEMBL835015,0.125,0.15,0.0,0.0,0.569+/-0.216
CHEMBL837207,0.5,0.6666666666666666,0.0,0.0,0.842+/-0.19
CHEMBL837467,0.6875,0.6774193548387096,0.0,0.0,0.846+/-0.036
CHEMBL837471,0.375,0.3809523809523809,0.0,0.0,0.628+/-0.161
CHEMBL837535,0.875,0.853658536585366,0.0,0.0,0.937+/-0.022
CHEMBL853640,0.4375,0.5,0.0,0.0,0.697+/-0.218
CHEMBL854478,0.375,0.3,0.0,0.0,0.34+/-0.102
